address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Avenida Doutor Cardoso de Melo;Vila Olímpia;92;3;2;Apartamento;4500;7141;04548-000;Sul
Avenida Horácio Lafer;Itaim Bibi;61;1;1;Apartamento;8500;10360;04538-080;Sul
Rua Teodoro Sampaio;Pinheiros;42;2;1;Apartamento;2500;3251;05406-000;Oeste
Avenida Professor Ascendino Reis;Vila Clementino;27;1;0;Studio e kitnet;2880;3457;04027-000;Sul
Rua Luís Góis;Mirandópolis;65;2;2;Apartamento;3000;4451;04043-300;Sul
Rua Santa Teresinha;Santa Terezinha;128;3;0;Casa;3300;3490;09210-740;Grande SP
Rua Joaquim Norberto;Vila Paulicéia;90;3;2;Apartamento;2300;3985;02301-100;Norte
Rua Marcos Lopes;Vila Nova Conceição;85;2;1;Apartamento;5000;6726;04513-080;Sul
Rua Vinte E Quatro de Outubro;Vila Dom Pedro I;122;3;2;Casa;3250;3482;04276-050;Sul
Rua Augusta;Consolação;50;1;1;Apartamento;5500;6437;01304-000;Central
Rua Pensilvânia;Cidade Monções;55;2;2;Apartamento;3100;4872;04601-000;Sul
Rua Doutor Diogo de Faria;Vila Clementino;24;1;0;Apartamento;3500;4035;04037-000;Sul
Rua Barão Campos Gerais;Real Parque;45;1;1;Apartamento;1700;3206;04533-085;Sul
Avenida José Galante;Vila Suzana;82;2;2;Apartamento;4240;6500;05642-000;Oeste
Rua Itapiru;Vila da Saúde;85;3;2;Apartamento;3400;4717;04143-010;Sul
Rua Dois de Janeiro;Vila Salete;30;1;0;Apartamento;1300;1514;03616-020;Leste
Avenida Duque de Caxias;Campos Elíseos;52;2;0;Apartamento;1450;1858;01214-000;Central
Rua Teodoro Sampaio;Pinheiros;29;1;1;Apartamento;2413;3117;05406-000;Oeste
Rua Serra de Juréa;Tatuapé;30;1;1;Apartamento;2770;5061;03323-020;Leste
Rua Doutor Fausto Ferraz;Bela Vista;102;3;1;Apartamento;6999;8678;01333-030;Central
Rua Pascal;Campo Belo;103;3;1;Apartamento;3500;5559;04601-000;Sul
Rua Doutor Ivo Define Frasca;Vila Olímpia;98;3;2;Apartamento;6900;8898;04545-090;Sul
Rua da Consolação;Consolação;23;1;0;Apartamento;2400;3165;01047-020;Central
Avenida Professor Ascendino Reis;Indianópolis;25;1;0;Studio e kitnet;3000;3606;04027-000;Sul
Rua Dona Carolina;Vila Mariana;100;2;2;Casa;3500;3743;04110-030;Sul
Rua Professor Tranquilli;Vila Mariana;78;3;2;Apartamento;8000;9624;04121-001;Sul
Rua Jaguaribe;Consolação;42;1;0;Apartamento;1500;2134;01224-000;Central
Rua Jorge Coelho;Jardim Paulistano;120;3;2;Apartamento;5500;8770;01451-020;Central
Rua Doutor Oscar Monteiro de Barros;Vila Suzana;75;3;2;Apartamento;2550;4111;05641-010;Oeste
Alameda Franca;Jardim Paulista;90;1;1;Apartamento;13000;14790;01422-000;Central
Rua Apinajés;Perdizes;45;1;1;Apartamento;2700;3540;05017-000;Oeste
Alameda Franca;Jardim Paulista;125;2;1;Apartamento;3800;5441;01422-000;Central
Rua Conselheiro Nébias;Campos Elíseos;48;1;0;Apartamento;1000;1647;01203-000;Central
Rua Orfanato;Vila Prudente;77;2;0;Apartamento;2100;2419;03131-010;Leste
Avenida Doutor Francisco Mesquita;Quinta da Paineira;36;1;0;Apartamento;1900;2336;03203-070;Leste
Rua Consolação;Cerqueira César;28;1;1;Studio e kitnet;2060;2744;01416-000;Central
Rua Doutor Virgílio de Carvalho Pinto;Pinheiros;40;1;1;Apartamento;2900;4296;05415-020;Oeste
Rua Xingu;Vila Valparaíso;58;2;1;Apartamento;2017;2848;09060-050;Grande SP
Rua Cajaíba;Pompeia;68;1;0;Casa;4260;4501;05019-000;Oeste
Rua Forte da Lagoa;Vila Nivi;70;2;1;Casa;2950;3075;02251-110;Norte
Rua Plínio Réis;Vila Euthalia;105;3;2;Casa em condomínio;2650;2762;03518-070;Leste
Rua Coelho Neto;Quinta da Paineira;40;1;0;Apartamento;1150;1513;03150-010;Leste
Rua Chagu;Vila Formosa;35;1;0;Apartamento;1346;1668;03357-020;Leste
Rua Bacarira;Chácara Santo Antônio (zona Leste);90;3;1;Casa;2600;2710;03411-070;Leste
Rua Padre Jerônimo Vermin;Jardim Maria Estela;53;2;1;Apartamento;2100;2556;04180-020;Sul
Rua Glicério;Liberdade;53;1;0;Apartamento;1000;1458;01514-000;Central
Rua Backer;Cambuci;84;2;0;Casa;2700;2833;01537-000;Central
Rua Rosa Honoria de Jesus;Jardim Nova Germania;150;2;2;Casa;2323;2422;05849-470;Oeste
Rua Barão de Juparanã;Vila Zelina;214;3;3;Casa;3400;3901;03143-000;Leste
Rua Alves de Almeida;Chácara Belenzinho;62;2;1;Casa em condomínio;2200;2479;03378-010;Leste
Rua Rodrigues Barbosa;Vila Regente Feijó;38;1;0;Studio e kitnet;2150;2433;03334-040;Leste
Rua Bom Sucesso;Cidade Mãe do Céu;70;2;0;Casa;2000;2301;03305-000;Leste
Rua Anhangüera;Barra Funda;75;2;1;Apartamento;2850;3672;01135-000;Central
Rua Barão de Iguape;Liberdade;29;1;0;Studio e kitnet;1600;1967;01502-000;Central
Rua Coronel Rodovalho;Penha de França;70;2;1;Apartamento;1250;1977;03632-000;Leste
Rua Protágoras;Vila Cleonice;220;2;0;Casa;1500;1803;03286-020;Leste
Rua Raul Pompéia;Pompeia;106;2;0;Casa;3000;3127;05024-030;Oeste
Rua Andréa Amati;Vila Medeiros;155;2;2;Casa;2700;2989;02210-170;Norte
Rua Maria do Carmo;Vila Alpina;33;2;0;Casa em condomínio;1300;1489;03206-010;Leste
Rua Jose Ataliba Ortiz;Vila Mangalot;64;2;2;Apartamento;3250;3893;05131-000;Oeste
Rua Corypheu de Azevedo Marques;Jardim Paraventi;100;2;0;Casa;1365;1423;07120-270;Grande SP
Rua Iguara;Vila Alpina;37;1;0;Apartamento;1400;1734;03204-000;Leste
Avenida Santa Catarina;Vila Mascote;40;1;1;Apartamento;1300;1833;04635-000;Sul
Rua Padre Isidoro;Vila Nova York;45;2;1;Apartamento;1500;1748;03479-020;Leste
Rua Manoel Fernandes Lopes;Mauá;65;2;0;Apartamento;1550;1710;09580-560;Grande SP
Rua Vilar de Figos;Vila Nova das Belezas;24;1;0;Apartamento;1200;1637;05777-180;Oeste
Rua Tijucas do Sul;Jardim Cocaia;70;2;1;Casa;2500;2640;07130-130;Grande SP
Avenida Itaboraí;Cursino;120;4;1;Apartamento;2785;2893;04135-000;Sul
Rua Antero de Quental;Vila Santa Clara;56;2;1;Apartamento;2500;3246;03161-060;Leste
Largo do Redentor / Esquina Com Pires da Mota;Aclimação;90;2;1;Apartamento;2030;3278;01527-060;Central
Rua Salvador Peluso Basile;Jardim Santa Rosa;90;3;2;Casa;2000;2203;06755-010;Grande SP
Rua Doutor Eugênio Casillo;Vila Virginia;65;2;0;Casa;1300;1388;03289-130;Leste
Avenida Padre Arlindo Vieira;Vila Vermelha;56;2;1;Apartamento;1300;1887;04182-001;Sul
Rua Paranaubis;Vila California;58;1;0;Casa;1070;1164;03216-010;Leste
Rua Marquês de Maricá;Jardim Santa Cruz;42;1;1;Casa;1481;1588;04252-000;Sul
Avenida Leôncio de Magalhães;Jardim São Paulo(zona Norte);34;1;0;Studio e kitnet;2139;2684;02042-000;Norte
Travessa Fernandes;Vila Albertina;100;2;1;Casa;1300;1448;02732-010;Norte
Rua Aurora;Santa Efigênia;25;1;0;Studio e kitnet;884;1163;01209-000;Central
Rua Frei Vicente do Salvador;Santana;30;1;0;Apartamento;2100;2416;02016-000;Norte
Viela Altair;Jardim Palmira;60;1;0;Casa;810;879;07076-021;Grande SP
Praça Volta Redonda;Vila Alice;100;2;0;Casa;1600;1699;09041-250;Grande SP
Rua Conselheiro Moreira de Barros;Lauzane Paulista;60;2;0;Casa;1581;1698;02430-001;Norte
Rua Mamud Rahd;Tremembé;70;3;1;Casa em condomínio;2000;2185;02372-090;Norte
Rua Roque Petrella;Vila Cordeiro;120;2;1;Casa;3390;3758;04581-050;Sul
Avenida Sapopemba;Vila Invernada;100;3;0;Casa;2300;2682;03345-000;Leste
Rua José Carlos de Resende;Conjunto Residencial Vista Verde;53;2;1;Apartamento;1500;2109;05171-010;Oeste
Avenida Brumado de Minas;Jardim Independência (são Paulo);60;2;0;Casa;1180;1230;03224-000;Leste
Rua Mariana Cisto Augusto;Jardim da Mamãe;60;2;1;Casa;1300;1392;07131-230;Grande SP
Travessa Jerônimo Bobadilha;Vila Carmem;40;1;0;Studio e kitnet;600;623;03280-140;Leste
Avenida Tarumã;Vila Pierina;70;3;2;Casa em condomínio;2050;2287;03733-000;Leste
Rua Doutor Samuel Porto;Vila da Saúde;52;2;1;Apartamento;2500;3600;04054-010;Sul
Rua Álvaro de Carvalho;Centro;30;1;0;Studio e kitnet;2100;2501;01050-070;Central
Viela Altair;Jardim Palmira;70;2;0;Casa;980;1072;07076-021;Grande SP
Rua Alto Garças;Cidade Patriarca;40;1;0;Casa;890;945;03546-000;Leste
Rua José da Silva Ribeiro;Vila Andrade;67;2;1;Apartamento;2900;3567;05726-130;Oeste
Rua Helena Maria Vita Roso;Jardim das Vertentes;110;2;2;Casa;3500;3648;05541-140;Oeste
Rua Jorge Alves Ferreira;Jardim Colombo;92;1;2;Casa;2250;2696;05625-100;Oeste
Rua Doutor Morais Dantas;Vila Barbosa;34;2;0;Apartamento;1400;1724;02556-170;Norte
Avenida Salgado Filho;Centro;38;1;1;Studio e kitnet;2000;2527;07115-000;Grande SP
Rua Jabaeté;Vila Regente Feijó;102;3;2;Casa;2900;3222;03346-080;Leste
Rua Santa Cruz;Vila Mariana;65;2;0;Casa;1700;1953;04122-000;Sul
Rua Gonçalo Coelho;Vila Formosa;100;2;1;Casa;1985;2236;03358-110;Leste
Rua Américo Brasiliense;Chácara Santo Antônio (zona Sul);60;2;1;Casa;1718;2000;04715-001;Sul
Rua Leôncio de Carvalho;Paraíso;65;2;0;Apartamento;2800;3484;01311-000;Central
Rua Apa;Campos Elíseos;65;2;0;Apartamento;1904;2553;01201-030;Central
Avenida Pavão;Recanto Paraíso;55;1;1;Casa;2040;2746;04516-012;Sul
Largo São José do Maranhão;Maranhão;46;1;0;Casa;1700;1843;03089-010;Leste
Rua Calixto da Mota;Vila Mariana;120;2;0;Casa;2580;2901;04117-100;Sul
Rua Mucajaí;Indianópolis;80;2;0;Casa;3200;3458;04084-040;Sul
Rua Bernardino Vergueiro;Penha de França;45;2;0;Apartamento;1250;1498;03710-060;Leste
Rua Santo Egídio;Santa Teresinha;58;2;1;Apartamento;1492;2199;02461-010;Norte
Rua Jaguaribe;Vila Buarque;51;1;1;Apartamento;1990;2611;01224-000;Central
Rua Padre Venâncio de Resende;Vila Bandeirantes;55;1;0;Casa;999;1190;02552-020;Norte
Rua Itanhomi;Vila Formosa;25;1;0;Casa;950;1031;03365-050;Leste
Rua Santo Antônio;Bela Vista;44;1;0;Apartamento;1588;2235;01312-000;Central
Rua Doutor Sérgio Meira;Barra Funda;25;1;0;Apartamento;2200;2522;01153-010;Central
Rua Doutor Raul da Rocha Medeiros;Tatuapé;55;2;1;Apartamento;3800;4697;03071-100;Leste
Rua Fortunato Ferraz;Vila Anastácio;55;2;1;Apartamento;3450;4094;05093-000;Oeste
Rua Engenheiro Américo da Graça Martins;Jardim Monte Azul;24;1;0;Apartamento;1450;1656;05836-170;Oeste
Rua Antônio Guedes da Silva;Gopouva;85;3;2;Casa;1900;1981;07093-150;Grande SP
Rua Dom José Maurício;Carandiru;45;1;0;Apartamento;1190;1452;02028-000;Norte
Rua Guaicurus;Água Branca;32;1;0;Apartamento;2100;2560;05033-000;Oeste
Rua Pires da Mota;Aclimação;72;2;0;Casa;2400;2502;01527-060;Central
Rua Alerina;Vila Prel;45;1;1;Casa;1200;1251;05780-220;Oeste
Rua Coronel Meireles;Penha de França;45;1;0;Casa;1200;1310;03635-000;Leste
Rua Antônia Teresa de Paula Matias;Jardim Danfer;40;1;0;Casa;790;824;03728-010;Leste
Rua Vênus;Vila Formosa;75;2;2;Casa em condomínio;2580;2723;03362-060;Leste
Rua Ulisses Cruz;Tatuapé;27;1;0;Apartamento;2200;2666;03077-000;Leste
Rua Planeta;Chácara Belenzinho;40;1;0;Casa;959;1093;03376-010;Leste
Rua Alva;Chácara Belenzinho;60;2;0;Casa;1820;1918;03377-050;Leste
Rua das Imbiras;Vila Mazzei;40;1;0;Casa;1140;1248;02313-000;Norte
Travessa Gonçalo Lizardo;Parque Edu Chaves;45;1;0;Casa;935;975;02228-090;Norte
Rua Manuel Figueiredo;Jardim Vila Formosa;40;1;0;Casa;840;934;03472-050;Leste
Rua Hipódromo;Mooca;200;4;1;Casa;4400;4849;03002-000;Leste
Rua Diego de Losada;Jardim Ataliba Leonel;60;1;0;Casa;850;887;02324-040;Norte
Rua Lycurgo Antônio de Souza;Vila Cruz das Almas;50;1;0;Casa;900;988;02805-020;Norte
Rua Luís Romanini;Vila Anadir;52;1;0;Casa;1050;1137;03265-110;Leste
Rua Serra da Sentinela;Vila Nova Savoia;45;2;0;Apartamento;1200;1568;03531-050;Leste
Rua Itaiteva;Jardim Ampliação;43;1;1;Studio e kitnet;1990;2067;05713-470;Oeste
Rua Eugênia de Carvalho;Vila Matilde;45;1;0;Casa;937;1094;03516-000;Leste
Rua Teresa;Quarta Parada;70;2;0;Casa;1380;1438;03175-050;Leste
Rua Washington Luís;Centro;25;1;0;Studio e kitnet;1500;1994;01033-010;Central
Mafalda;Chácara Belenzinho;60;1;0;Casa;1300;1430;03377-010;Leste
Rua São Paulo;Taboão;44;2;0;Apartamento;1300;1350;06775-330;Grande SP
Avenida Ipiranga;República;23;1;0;Apartamento;1325;1771;03026-005;Leste
Rua Florentino Capelozza;Vila Moreira;25;1;0;Studio e kitnet;1250;1343;03088-090;Leste
Rua 17 de Janeiro;Panamby;34;1;0;Studio e kitnet;1780;2149;05706-305;Oeste
Avenida Onze de Junho;Vila Clementino;34;1;0;Apartamento;2266;2787;04041-000;Sul
Rua Samambaia;Bosque da Saúde.;78;3;1;Apartamento;2350;3567;04135-001;Sul
Rua Guaranésia;Vila Maria;40;1;0;Apartamento;1250;1847;02112-001;Norte
Rua Piqueri;Freguesia do Ó;40;1;0;Casa;770;783;02925-070;Norte
Rua Raimundo Mattiuzzo;Vila Araguaia;40;1;0;Casa;700;760;03735-000;Leste
Avenida Lacerda Franco;Cambuci;80;2;0;Casa;3100;3326;01536-000;Central
Rua Amazonas;Osvaldo Cruz;60;2;1;Apartamento;2330;2776;09520-060;Grande SP
Rua Doutor Homem de Melo;Perdizes;100;1;1;Casa;3500;3868;05007-002;Oeste
Avenida Celso Garcia;Brás;82;3;2;Casa;2890;3017;03052-020;Leste
Rua Arapaçu;Vila Formosa;31;1;0;Apartamento;1360;1747;03356-000;Leste
Avenida Príncipe de Gales;Vila Principe de Gales;152;2;1;Apartamento;3500;3885;09090-480;Grande SP
Rua Cônego Eugênio Leite;Pinheiros;55;1;0;Apartamento;2674;3373;05414-000;Oeste
Rua São Pompeu;Jardim Japão;120;3;2;Casa;4000;4229;02135-020;Norte
Rua Garção Tinoco;Santana;58;2;1;Apartamento;2550;3364;02402-020;Norte
Rua Tenente Chantré;Vila Diva (zona Leste);220;3;2;Casa;4000;4200;03351-080;Leste
Avenida Brigadeiro Luís Antônio;Bela Vista;40;1;0;Apartamento;2000;2577;01005-010;Central
Rua Brigadeiro Tobias;Centro Histórico de São Paulo;55;1;1;Apartamento;2650;3241;01032-030;Central
Rua Professor Arnaldo João Semeraro;Jardim Santa Emília;37;2;0;Apartamento;1300;1800;04183-000;Sul
Rua Cônego Vicente Miguel Marino;Barra Funda;40;1;0;Casa;1500;1628;01135-020;Central
Avenida Manuel Pímentel;Parque Santa Madalena;54;2;0;Casa;1300;1405;03983-020;Leste
Rua Coronel Meireles 462 Casa 11 Penha Vila Lais;Vila Laís;180;3;2;Casa em condomínio;3800;4122;03612-000;Leste
Alameda Franca;Jardim Paulista;62;2;0;Apartamento;4080;5135;01422-000;Central
Avenida Mutinga;Vila Pirituba;50;2;1;Casa;1410;1553;05145-200;Oeste
Rua Carlos Magalhães;Parque Reboucas;50;1;1;Apartamento;1500;2008;05735-030;Oeste
Rua Engenheiro Gutierrez;Jardim Monjolo;60;2;0;Casa;1420;1480;02961-060;Norte
Rua Coronel Pedro Dias de Campos;Chácara Seis de Outubro;58;2;1;Casa em condomínio;2650;3070;03508-010;Leste
Rua Voluntários da Pátria;Santana;20;1;0;Studio e kitnet;1649;2271;02010-000;Norte
Avenida Cerejeiras;Jardim Japão;58;2;1;Apartamento;1700;2571;02124-002;Norte
Alameda Nothmann;Campos Elíseos;42;1;0;Apartamento;1150;1424;01216-000;Central
Rua Aimberê;Sumaré;80;2;0;Apartamento;3800;4550;05018-010;Oeste
Avenida Itaboraí;Bosque da Saúde;80;2;1;Apartamento;2328;3018;04135-000;Sul
R. Carneiro da Cunha;Vila da Saúde;62;3;2;Apartamento;3400;4564;04045-001;Sul
Avenida Jônia;Jardim Brasil (zona Sul);83;3;2;Apartamento;3622;5042;04634-000;Sul
Avenida Nova Cantareira;Tucuruvi;107;2;1;Apartamento;1825;2496;02359-000;Norte
Rua Doutor Fábio Montenegro;Vila Guilhermina;41;1;0;Apartamento;1750;2128;03542-060;Leste
Avenida Salgado Filho;Centro;37;1;1;Apartamento;1775;2238;07115-000;Grande SP
Rua Ouvidor Portugal;Vila Monumento;19;1;0;Studio e kitnet;1050;1126;01551-000;Central
Rua George Ohm;Cidade Monções;88;2;1;Apartamento;8000;9249;04576-020;Sul
Rua Mogi Mirim;Santa Maria;40;1;0;Casa;990;1032;09071-320;Grande SP
Rua Mônaco;Utinga;52;2;1;Apartamento;1450;1515;09230-150;Grande SP
Rua Domingos de Morais;Vila Mariana;50;1;0;Studio e kitnet;1442;2206;04010-000;Sul
Rua Nanau;Água Fria;150;1;1;Casa;3350;3527;02335-040;Norte
Avenida Jabaquara;Mirandópolis;36;1;1;Apartamento;2800;3483;04046-000;Sul
Rua Claudino Barbosa;Macedo;52;2;1;Apartamento;1700;2226;07113-040;Grande SP
Rua Firmiano Cardoso;Chácara Cruzeiro do Sul;45;2;0;Apartamento;1390;1569;03732-040;Leste
Rua Professor Castro Pereira;Vila Baruel;50;2;0;Casa;1880;2060;02523-010;Norte
Rua São Borja;Cidade Vargas;170;4;4;Casa;5500;5800;04320-060;Sul
Rua Maia Lelo;Vila Paulo Silas;30;1;0;Casa;1350;1422;03264-130;Leste
Avenida Professor Francisco Morato;Vila Sônia;83;3;2;Apartamento;3000;3886;05512-000;Oeste
Rua Serra de Jairé;Quarta Parada;24;1;0;Studio e kitnet;1550;1920;03175-010;Leste
Rua Dom Sebastião Tomás;Bosque da Saúde;50;1;0;Casa;1300;1355;04136-100;Sul
Rua Frei Caneca;Bela Vista;16;1;0;Studio e kitnet;2678;3123;01307-000;Central
Avenida Belisário Pena;Vila Maria Alta;40;1;0;Apartamento;1031;1120;02133-000;Norte
Rua Caio Prado;Consolação;162;2;0;Apartamento;3000;4180;01303-001;Central
Rua Padre Isidoro;Vila Nova York;35;2;1;Apartamento;1400;1624;03479-020;Leste
Rua Francisca Miquelina;Bela Vista;31;1;0;Apartamento;1218;1604;01319-001;Central
Rua Ampére;Jardim Tabatinga;179;3;4;Casa;3500;3758;07082-110;Grande SP
Largo da Pólvora;Liberdade;28;1;0;Studio e kitnet;1700;2206;17533-037;Central
Rua Domingos Magno;Vila Silveira;80;2;0;Casa;1550;1616;07093-030;Grande SP
Rua Bandeirantes;Bom Retiro;100;3;1;Apartamento;1837;2856;01124-010;Central
Rua Serra de Botucatu;Chácara Califórnia;96;3;2;Apartamento;5500;6341;03317-000;Leste
Rua Deputado Laércio Corte;Paraíso do Morumbi;70;3;1;Apartamento;2900;3902;05706-290;Oeste
Rua Piratininga;Brás;50;2;1;Apartamento;1951;2550;04884-370;Sul
Rua Alméria;Vila Granada;58;2;1;Apartamento;2100;2621;03654-000;Leste
Rua Lucrécia Maciel;Vila Guarani (z Sul);60;2;1;Apartamento;2310;3090;04314-130;Sul
Rua José Antônio Coelho;Vila Mariana;42;1;1;Studio e kitnet;2500;2962;04011-060;Sul
Rua Rei Alberto;Parque Edu Chaves;37;1;0;Casa;950;990;02235-001;Norte
Rua Rainúnculos;Vila Alpina;100;3;2;Casa;3590;3834;03204-090;Leste
Rua Professora Maria Bitencourt Petit;Cidade Ademar;70;2;1;Casa;2020;2189;04405-000;Sul
Rua João Vieira da Silva;Vila Sabrina;50;2;0;Casa;730;761;02141-020;Norte
Rua Alesso Baldovinetti;Casa Verde Alta;44;2;0;Apartamento;1370;1593;02555-000;Norte
Rua Ponte Pensa;Parada Inglesa;38;2;0;Apartamento;1650;1949;02245-110;Norte
Rua Visconde Parnaíba;Brás;42;1;1;Apartamento;2300;2995;03045-000;Leste
Rua Hassib Mofarrej;Vila Leopoldina;35;1;0;Studio e kitnet;2800;3208;05312-000;Oeste
Rua Itá;Vila Santos;40;2;0;Apartamento;1200;1597;02636-030;Norte
Rua Imonclar E Lazari;Jardim Silvia;40;1;0;Casa;682;731;07141-320;Grande SP
Avenida Rotary;Vila das Bandeiras;38;2;0;Apartamento;1350;1711;07042-000;Grande SP
Rua Genebra;Taboão;69;3;2;Apartamento;1550;2274;09663-080;Grande SP
Rua Cidade de Bagdá;Vila Mira;36;2;1;Apartamento;1800;2189;04377-035;Sul
Rua Paulo de Avelar;Vila Dom Pedro Ii;58;2;2;Apartamento;2400;3623;02243-010;Norte
Rua Orlando Fantazzini;Parque Renato Maia;80;2;1;Casa;1790;1969;07114-250;Grande SP
Rua Samuel Palmer;Jardim Jabaquara;80;2;2;Casa;2377;2898;04383-075;Sul
Rua Jordânia;Vila Guilhermina;45;2;0;Apartamento;1525;1684;03543-000;Leste
Rua Arruda Alvim;Pinheiros;50;1;1;Apartamento;2365;3200;05410-020;Oeste
Rua Monsenhor Castro Nery;Parque Maria Domitila;130;3;2;Casa;4000;4170;05128-010;Oeste
Rua das Nogueiras;Jardim;54;2;1;Apartamento;3100;3675;13468-200;Central
Rua Emboaçava;Parque da Mooca;70;2;0;Casa;2560;2734;03121-020;Leste
Rua Olímpio Martins;Jardim Palmira;47;1;0;Casa;779;829;07076-030;Grande SP
Rua Paim;Bela Vista;34;1;1;Studio e kitnet;2500;3247;01306-010;Central
Rua Galiléia;Casa Verde Média;50;1;0;Casa;850;957;02530-000;Norte
Rua Condessa do Pinhal;Parque Colonial;180;3;6;Casa;8500;8945;04610-060;Sul
Rua Ouro Preto;Vila Gilda;75;3;2;Apartamento;2200;2997;09190-450;Grande SP
Rua Trajano Reis;Jardim das Vertentes;57;3;1;Apartamento;2700;3404;05541-030;Oeste
Avenida Sebastião Henriques;Vila Siqueira (zona Norte);65;2;2;Apartamento;2100;3073;02723-050;Norte
Rua Benito Fioretto;Vila das Merces;40;1;0;Casa;950;1024;04165-060;Sul
Rua Alexandre Leví;Cambuci;69;3;1;Apartamento;2800;3546;01520-000;Central
Rua José Manso;Vila Matilde;29;1;0;Apartamento;2400;2680;03511-040;Leste
Avenida Tiradentes;Jardim Bom Clima;50;2;0;Casa;892;1030;07113-001;Grande SP
Rua João Artoni Testae;Jardim Testae;50;1;0;Casa;1000;1042;07130-510;Grande SP
Rua Vicente Pereira de Assunção;Vila Constança;40;1;0;Apartamento;1150;1254;04658-000;Sul
Rua Anhanguera;Barra Funda;75;2;1;Apartamento;2955;3976;01135-000;Central
Alameda Glete;Campos Elíseos;45;1;0;Apartamento;1679;1744;01215-000;Central
Rua Santa Isabel;Vila Buarque;32;1;0;Studio e kitnet;1160;1672;01221-010;Central
Rua Vergueiro;Vila Mariana;48;1;0;Apartamento;1600;2328;01504-000;Central
Rua Engenheiro Edgar Autran;Jardim Maria Estela;44;1;0;Casa;1200;1376;04180-100;Sul
Avenida Alberto Augusto Alves;Vila Andrade;25;1;0;Studio e kitnet;2890;3368;05724-030;Oeste
Rua Doutor Heitor Nascimento;Nossa Senhora do Ó;55;2;1;Apartamento;1798;2546;02927-130;Norte
Alameda Barros;Santa Cecilia;35;1;0;Apartamento;2000;2519;01226-001;Central
Avenida Presidente Humberto de Alencar Castelo Branco;Vila Leonor;60;2;1;Apartamento;1750;2388;07090-000;Grande SP
Rua dos Lírios;Mirandópolis;11;1;0;Studio e kitnet;600;918;08391-280;Leste
Avenida José Galante;Vila Suzana;78;1;2;Apartamento;3500;5593;05642-000;Oeste
Rua Doutor Celso Dario Guimarães;Jardim Morumbi;310;4;3;Casa em condomínio;5500;10030;05655-030;Oeste
Rua Itambacuri;Jardim Oriental;100;2;0;Casa;1600;1718;04347-070;Sul
Avenida Rangel Pestana;Brás;36;1;1;Apartamento;1600;2112;01020-000;Central
Rua Coronel Gustavo Santiago;Vila Zilda;27;1;0;Apartamento;2100;2331;03069-030;Leste
Rua Tito Oliani;São João Clímaco;250;3;2;Casa;5000;5437;04255-000;Sul
Avenida João Barreto de Menezes;Vila Santa Catarina;40;1;0;Casa;1500;1563;04370-006;Sul
Alameda Itu;Cerqueira César;50;1;1;Apartamento;3000;3661;01421-000;Central
Rua Terceiro-sargento João Soares de Faria;Parque Novo Mundo;56;2;1;Apartamento;1350;1905;02179-020;Norte
Rua Antônio Dias da Silva;Vila Amalia (zona Norte);61;1;1;Apartamento;1355;2108;02618-110;Norte
Rua Catarina Vieira;Vila Dalila;42;1;0;Apartamento;2000;2247;03521-030;Leste
Rua Alegria;Brás;39;1;1;Apartamento;2300;2633;03043-010;Leste
Rua Barra dos Bugres;Vila Zat;50;1;0;Casa;930;970;02977-130;Norte
Rua Santa Isabel;Vila Buarque;40;1;0;Apartamento;1450;1836;01221-010;Central
Rua Cônego Vicente Miguel Marino;Barra Funda;36;1;0;Casa;1600;1735;01135-020;Central
Rua Esmeraldino Cavalcanti Torres;Vila Isolina Mazzei;30;1;0;Casa em condomínio;1420;1595;02081-030;Norte
Rua Paulo Florence;Vila Primavera;30;1;0;Casa;750;782;03388-040;Leste
Rua Damásio Mascarenhas;Santana;70;2;0;Casa;2700;2814;02022-080;Norte
Rua Tenente Coronel Antonio Braga;Vila Santa Catarina;54;2;0;Apartamento;1350;2348;04376-040;Sul
Avenida do Taboão;Taboão;49;2;1;Apartamento;1020;1594;09655-000;Grande SP
Rua Retiro;Maranhão;70;2;1;Apartamento;3850;4608;03073-005;Leste
Rua Nicola Nicodemo;Vila Celeste;28;1;0;Apartamento;862;945;02543-090;Norte
Rua Isidoro Kauffman;Parque Residencial Julia;72;2;0;Casa;3200;3480;04671-350;Sul
Rua Luís Góis;Mirandópolis;69;2;1;Apartamento;2320;3010;04043-300;Sul
Rua Girassol;Vila Madalena;84;2;1;Apartamento;3400;4832;05445-030;Oeste
Rua Catarina Vieira;Vila Dalila;43;1;0;Apartamento;2300;2559;03521-030;Leste
Avenida Vila Ema;Vila Ema;26;1;0;Apartamento;1600;2012;03156-000;Leste
Rua Nelson Gama de Oliveira;Vila Andrade;106;2;2;Apartamento;4000;5603;05734-150;Oeste
Rua Murutinga do Sul;Tatuapé;90;2;1;Apartamento;2500;3446;03411-120;Leste
Rua Cláudio Rodrigues Lopes;Chora Menino;42;2;1;Apartamento;1840;2111;02463-050;Norte
Rua Mauá;Centro;59;1;0;Apartamento;1200;1716;01218-020;Central
Rua Conselheiro Furtado;Liberdade;38;1;0;Apartamento;2200;2870;01018-020;Central
Rua Francisco Alves;Vila Romana;22;1;0;Casa;950;1124;05051-040;Oeste
Rua Doutor Jesuíno Maciel;Campo Belo;45;1;1;Studio e kitnet;3950;4767;01418-200;Central
Rua Conchilia;Vila Albertina;79;2;1;Casa;2800;2919;02373-010;Norte
