address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Rua Riskallah Jorge;Centro Histórico de São Paulo;38;1;0;Studio e kitnet;859;1350;01032-010;Central
Rua Professor Vahia de Abreu;Vila Olímpia;56;1;1;Apartamento;3500;4269;04556-100;Sul
Rua Cachoeira do Arari;Vila Leonor;42;1;0;Casa;997;1142;02078-000;Norte
Rua Domingos de Santa Maria;Vila Guarani (z Sul);64;2;1;Apartamento;1994;2940;04311-040;Sul
Rua Praia do Castelo;Vila Mascote;69;2;1;Apartamento;2540;3628;04362-020;Sul
Rua Marie Nader Calfat;Jardim Ampliação;48;2;2;Apartamento;2205;2960;05713-520;Oeste
Rua Mil Oitocentos E Vinte E Dois;Ipiranga;30;1;0;Casa;1250;1353;04210-030;Sul
Rua Francisco Estácio Fortes;Santa Cecília;68;2;1;Apartamento;3000;3859;01233-060;Central
Rua Edvard Carmilo;Jardim Celeste;32;2;0;Apartamento;1200;1569;05534-000;Oeste
Rua Friburgo;Vila Francisco Matarazzo;51;2;1;Apartamento;1100;1850;09241-020;Grande SP
Avenida do Cursino;Vila das Merces;80;2;1;Apartamento;2000;3126;04132-000;Sul
Rua Laurentina Jorge Ribeiro;Vila Salete;99;3;2;Casa em condomínio;3264;3642;03616-000;Leste
Rua Major Quedinho;Bela Vista;34;1;0;Studio e kitnet;1690;2035;01046-001;Central
Rua Ibiporã;Vila Divina Pastora;30;1;0;Apartamento;1085;1277;03265-060;Leste
Rua Avanhandava;Bela Vista;45;2;0;Apartamento;2496;3102;01312-000;Central
Rua Dutra Rodrigues;Luz;26;1;0;Apartamento;1450;1656;01105-010;Central
Rua Embaúba;Vila Sacadura Cabral;41;2;1;Apartamento;1260;1458;09060-728;Grande SP
Rua Teodoro Sampaio;Pinheiros;33;1;1;Apartamento;2100;2741;05406-000;Oeste
Rua Manoel Dutra;Bela Vista;58;1;0;Apartamento;2000;2689;01325-030;Central
Rua Jurubim;Vila Boacava;44;1;0;Casa;1100;1147;05170-100;Oeste
Avenida Professor Sylla Mattos;Jardim Santa Cruz (sacomã);54;2;1;Apartamento;1184;1859;04182-010;Sul
Avenida Henrique Morize;Vila Formosa;75;2;1;Casa;1650;1720;03367-000;Leste
Rua Coronel Octávio Azeredo;Vila Mazzei;54;1;1;Casa;2550;2659;02311-110;Norte
Rua Nunes Balboa;Vila Carrão;50;2;0;Apartamento;1420;1759;03446-010;Leste
Rua Antônio Gebara;Vila da Saúde;100;3;2;Casa;4000;4236;04071-020;Sul
Rua Adolfo Schnabel;Vila Ema;54;1;0;Apartamento;1600;1962;03279-210;Leste
Rua Rainúnculos;Vila Alpina;40;1;0;Casa;900;938;03204-090;Leste
Rua Brigadeiro Tobias;Centro;30;1;2;Studio e kitnet;1450;1982;01032-030;Central
Rua Doutor Vicente Giacaglini;Vila Bela;40;2;0;Apartamento;3000;3296;03203-000;Leste
Avenida Corifeu de Azevedo Marques;Butantã;26;1;0;Studio e kitnet;1100;1164;05582-000;Oeste
Avenida Brigadeiro Luís Antônio;Bela Vista;35;1;0;Apartamento;1236;1868;01005-010;Central
Rua São José;Santo Amaro;49;1;1;Apartamento;2600;3228;04739-000;Sul
Rua Tomé de Lara;Tucuruvi;43;2;0;Apartamento;2000;2227;02303-090;Norte
Avenida Euclides;Vila Fachini;60;2;0;Casa;1300;1475;04326-080;Sul
Avenida Yervant Kissajikian;Vila Constança;50;2;1;Apartamento;1460;2036;04657-000;Sul
Rua Quedas , 315;Vila Isolina Mazzei;60;2;0;Casa em condomínio;2600;2785;02082-030;Norte
Rua Glória do Goitá;Vila Independencia;27;1;0;Studio e kitnet;1236;1516;03222-010;Leste
Rua Doutor Sílvio Noronha;Cidade Continental;45;1;0;Casa;680;709;03242-040;Leste
Avenida Benjamin Harris Hunnicutt;Portal dos Gramados;49;2;1;Apartamento;1605;2338;07124-075;Grande SP
Rua Arthur Bliss;Jardim Casablanca;38;1;0;Studio e kitnet;1200;1268;05842-020;Oeste
Rua Piauí;Santo Antônio;70;2;0;Apartamento;1756;2684;09541-150;Grande SP
Rua João Manuel;Chácara Califórnia;37;1;0;Apartamento;1570;1790;03417-010;Leste
Rua Luís Martins;Lapa;60;2;1;Apartamento;3000;4097;02323-450;Norte
Rua Cumbé;Vila Lais;20;1;0;Apartamento;660;686;03612-010;Leste
Rua Alves Guimarães;Pinheiros;63;2;1;Apartamento;5000;6196;05410-000;Oeste
Avenida Agua Funda;Vila Guarani (z Sul);36;1;0;Casa;1100;1222;04316-020;Sul
Rua da Glória;Liberdade;32;1;0;Apartamento;1480;1569;01510-000;Central
Rua Salvador Iacona;Vila Santa Catarina;65;2;1;Apartamento;2000;2806;04367-070;Sul
Rua Quedas , 315;Vila Isolina Mazzei;60;2;1;Casa em condomínio;2600;2785;02082-030;Norte
Rua David Eid;Vila do Castelo;54;2;2;Apartamento;2100;2939;04438-000;Sul
Rua Refinaria Mataripe;Vila Antonieta;52;2;1;Apartamento;2100;2545;03477-010;Leste
Rua Simão Lopes;Vila Moraes;60;3;1;Apartamento;1700;2347;04167-000;Sul
Rua Bresser;Brás;58;2;1;Apartamento;1890;2562;03017-000;Leste
Rua Álvaro de Carvalho;Centro;42;1;0;Studio e kitnet;5000;5193;01050-070;Central
Avenida Lemos Monteiro;Olímpico;70;2;1;Apartamento;2980;3742;09540-500;Grande SP
Rua Dona Elfrida;Chora Menino;40;1;0;Casa;1200;1301;02462-000;Norte
Rua Estero Belaco;Vila da Saúde;56;2;1;Apartamento;2227;3367;04145-020;Sul
Rua Alexandre Levi;Cambuci;66;3;2;Apartamento;2335;3418;01520-000;Central
Rua Padre Machado;Bosque da Saúde;35;0;0;Studio e kitnet;1750;1818;04035-001;Sul
Rua Tasuke Uematsu;Taboão;150;3;2;Casa;2580;2761;09661-000;Grande SP
Rua Joseph Nigri;Várzea da Barra Funda;83;2;1;Apartamento;6000;7188;05036-180;Oeste
Rua Henrique Casela;Penha de França;49;2;1;Apartamento;1900;2574;03704-020;Leste
Rua Celso Vieira;Vila Pereira Barreto;33;1;0;Apartamento;770;1239;02919-120;Norte
Rua Edward Joseph;Vila Suzana;57;2;2;Apartamento;1363;2159;05709-020;Oeste
Rua Professor Aprígio Gonzaga;São Judas;60;2;1;Apartamento;2000;2914;04303-000;Sul
Rua Treze de Maio;Bela Vista;54;2;1;Apartamento;3600;4129;01327-000;Central
Avenida Deputado Emílio Carlos;Limão;43;2;1;Apartamento;1250;1882;02721-000;Norte
Rua Santo André;Vila Sao Pedro;81;2;2;Casa em condomínio;3640;4061;04676-070;Sul
Avenida Duque de Caxias;Campos Elíseos;52;2;1;Apartamento;3000;3766;01214-000;Central
Rua Antônio de Barros;Vila Carrão;34;2;0;Apartamento;1690;1768;03089-000;Leste
Rua Conde de Irajá;Vila Mariana;90;3;2;Apartamento;3700;4820;04119-010;Sul
Rua Almaden;Vila Andrade;83;2;1;Apartamento;2030;3078;05717-200;Oeste
Rua Nascimento Silva;Vila Campestre;45;1;0;Casa;1400;1460;04330-140;Sul
Rua Sampaio Moreira;Brás;20;1;0;Studio e kitnet;1500;1558;03008-010;Leste
Avenida Brigadeiro Faria Lima;Jardim Paulistano;45;1;0;Apartamento;4000;4997;05426-200;Oeste
Rua Fernão Albernaz;Vila Nova Savoia;40;1;0;Casa em condomínio;1100;1165;03532-000;Leste
Rua Tapari;Vila Esperança;23;1;0;Studio e kitnet;1675;2005;03651-060;Leste
Rua Fradique Coutinho;Pinheiros;67;1;1;Apartamento;6000;7402;05422-011;Oeste
Rua Rêgo Freitas;República;20;1;0;Studio e kitnet;2100;2523;01220-010;Central
Avenida Junta Mizumoto;Jardim Peri Peri;24;1;0;Apartamento;2400;2493;05537-070;Oeste
Rua Vapabussu;Jardim Aeroporto;50;1;1;Apartamento;3660;4401;04627-003;Sul
Rua Gustavo da Silveira;Vila Santa Catarina;52;2;0;Apartamento;1500;2345;04346-000;Sul
Rua Doutor José Gustavo Busch;Paraíso do Morumbi;80;1;2;Apartamento;2800;4444;05705-190;Oeste
Rua Monte Serrat;Alto da Mooca;77;3;0;Apartamento;1750;3119;03312-000;Leste
Rua Santo Antônio;Bela Vista;32;2;0;Apartamento;1500;2020;01312-000;Central
Rua Anhaia;Bom Retiro;30;1;0;Studio e kitnet;2195;2843;01216-000;Central
Rua Doutor Fausto Ribeiro de Carvalho;Rudge Ramos;92;2;1;Apartamento;2400;2768;09632-030;Grande SP
Rua José Augusto Penteado;Sumaré;44;1;1;Apartamento;4200;4954;01257-010;Central
Rua Glória do Goitá;Vila Independencia;80;3;1;Apartamento;2000;2784;03222-010;Leste
Rua Viaza;Jardim Aeroporto;53;2;1;Apartamento;3600;4367;04633-050;Sul
Rua Guaicurus;Água Branca;32;1;0;Studio e kitnet;2800;3236;05033-000;Oeste
Rua Antônio Tavares Velho;Jardim Raposo Tavares;38;1;0;Studio e kitnet;780;980;05551-180;Oeste
Rua Doutor Penaforte Mendes;Bela Vista;37;1;0;Studio e kitnet;1800;2539;01308-010;Central
Rua Liestal;Lauzane Paulista;53;2;1;Apartamento;1150;1844;02442-020;Norte
Rua Antonio Eduardo;Jardim Modelo;30;1;0;Apartamento;1100;1226;02262-050;Norte
Avenida Afonso Mariano Fagundes;Vila da Saúde;32;1;1;Apartamento;2100;2732;04054-000;Sul
Rua Professor Tôrres Filhos;Santo Amaro;94;3;2;Apartamento;2900;4700;04742-030;Sul
Rua José Manso;Vila Matilde;38;1;0;Apartamento;2600;2759;03511-040;Leste
Avenida Fagundes Filho;Vila Monte Alegre;75;3;1;Apartamento;2657;3809;05665-060;Oeste
Rua Nelson Fernandes;Cidade Vargas;18;1;0;Studio e kitnet;1150;1494;04319-000;Sul
Avenida Ipiranga;República;38;1;0;Apartamento;1050;1534;03026-005;Leste
Rua Dr. Antônio Bento;Santo Amaro;84;2;1;Apartamento;7500;8696;04750-010;Sul
Rua Tenente Azevedo;Aclimação;19;1;0;Studio e kitnet;1100;1167;01528-020;Central
Avenida Jabaquara;Mirandópolis;30;1;0;Studio e kitnet;2950;3534;04046-000;Sul
Avenida Cônego José Salomon;Vila Portugal;60;3;0;Apartamento;1160;1597;02918-170;Norte
Rua Riskallah Jorge;Centro;34;1;0;Apartamento;900;1335;01032-010;Central
Rua Conselheiro Ramalho;Bela Vista;49;2;1;Apartamento;4100;5191;01325-001;Central
Rua Doutor Jesuíno Maciel;Campo Belo;48;1;1;Apartamento;4000;4809;01418-200;Central
Rua Doutor Penaforte Mendes;Bela Vista;40;1;1;Studio e kitnet;1200;2150;01308-010;Central
Rua Paulo Andrighetti;Alto do Pari;54;2;1;Apartamento;2700;3150;03020-000;Leste
Rua Padre Feliciano Domingues;Jardim Mariliza;61;2;1;Apartamento;1512;2071;02965-140;Norte
Rua Carolina Soares;Vila Diva (zona Norte);20;1;0;Apartamento;771;848;02554-000;Norte
Rua Dom Sebastião do Rego;Vila Gumercindo;20;1;0;Casa;1100;1147;04129-000;Sul
Alameda Barros;Santa Cecília;49;1;0;Apartamento;2100;3221;01226-001;Central
Rua Tubarana;Vila Mariana;30;1;0;Apartamento;2700;2804;04113-020;Sul
Rua Lemos Torres;Alto da Mooca;95;2;1;Casa;4200;4275;03183-060;Leste
Vila Guarani, São Paulo - Sp, 04317-180, Brasil;Vila Guarani;56;2;1;Apartamento;2299;3092;04317-180;Sul
Rua Trajano Reis;Jardim das Vertentes;69;3;0;Apartamento;1768;2770;05541-030;Oeste
Rua Tenente João Claudino de Melo;Parque Edu Chaves;42;1;0;Casa;819;854;02230-170;Norte
Rua José Alves Dantas;Vila Gomes;17;1;0;Studio e kitnet;1250;1298;05590-080;Oeste
Rua André Domingues;Jardim Paraíso;28;1;0;Casa;1269;1322;02417-080;Norte
Rua Francisco Foot;Jd Tranquilidade;48;2;1;Apartamento;1100;1302;07051-090;Grande SP
Rua José Paulino de Araújo;Vila Constancia;60;2;0;Apartamento;1800;2063;04445-000;Sul
Rua Caetano Pinto;Brás;40;1;0;Studio e kitnet;2000;2437;03041-000;Leste
Rua Correia de Lemos;Chácara Inglesa;36;1;1;Studio e kitnet;2150;2800;04140-000;Sul
Rua Macaiá-mirim;Santana;51;2;1;Apartamento;2800;3743;02013-080;Norte
Rua João Ventura Batista;Vila Guilherme;42;2;0;Apartamento;1800;2319;02054-100;Norte
Avenida do Taboão;Taboão;58;2;1;Apartamento;1150;1658;09655-000;Grande SP
Rua Nova Barão;República;44;0;0;Studio e kitnet;1550;2160;01042-010;Central
Rua Pedro de Toledo;Vila Clementino;90;1;1;Apartamento;3632;5472;04039-000;Sul
Rua Padre Bento Ibañez;Jardim Prudência;47;2;1;Apartamento;1838;2664;04649-030;Sul
Rua Barata Ribeiro;Bela Vista;25;1;1;Apartamento;1500;2282;01312-010;Central
Rua Barão de Santo Ângelo;Jardim do Tiro;30;1;0;Casa em condomínio;1200;1358;02842-140;Norte
Avenida do Oratório;Jardim Angela (zona Leste);46;2;1;Apartamento;1650;2071;03220-000;Leste
Rua Capitão Zacarias Bernardino Mota;Vila Albertina;30;1;0;Apartamento;896;1011;02373-040;Norte
Rua Alexandre Benois;Vila Andrade;51;2;1;Apartamento;3760;3906;05729-090;Oeste
Viela Renaldo Laporta;Vila Aurora (zona Norte);30;1;0;Casa;500;521;02469-121;Norte
Rua Jeni Klabin Segall;Sítio do Mandaqui;75;2;2;Apartamento;2000;3114;02542-120;Norte
Rua Jacquey;Vila Helena;52;2;0;Apartamento;1150;1569;09635-060;Grande SP
Rua Intendência;Brás;42;2;0;Apartamento;2000;2402;03015-010;Leste
Rua Mateus Grou;Pinheiros;76;2;0;Apartamento;3300;3976;05415-020;Oeste
Avenida Doutor Cardoso de Melo;Vila Olímpia;90;2;0;Casa;2500;2732;04548-000;Sul
Rua dos Banqueiros;Vila Bancária;70;2;0;Apartamento;1300;1350;03918-050;Leste
Rua Herculano de Freitas;Bela Vista;84;2;1;Apartamento;5500;6554;01308-020;Central
Rua Padre Leão Peruche;Vila Mazzei;58;2;2;Apartamento;2100;2801;02309-130;Norte
Rua Antônio Tavares;Aclimação;52;1;0;Apartamento;2000;2577;01542-010;Central
Avenida Angélica;Santa Cecilia;46;1;1;Apartamento;4000;5382;01228-000;Central
Rua João Simões de Souza;Parque Reboucas;49;2;1;Apartamento;3400;4132;05734-140;Oeste
Avenida Estados Unidos;Parque das Nações;50;2;1;Apartamento;1980;2552;09280-010;Grande SP
Rua Falchi Gianini;Vila Prudente;73;3;1;Apartamento;3400;4232;03136-040;Leste
Rua Cristóvão Arraes;Vila Santa Terezinha;40;2;0;Apartamento;1650;1947;02271-000;Norte
Rua Fortunato;Vila Buarque;67;2;1;Apartamento;4100;4915;01224-030;Central
Rua Pedro Taques;Vila Principe de Gales;86;3;2;Apartamento;1928;2593;09060-670;Grande SP
Rua Doutor Mário Ferraz;Jardim Europa;90;1;0;Apartamento;8500;11560;01453-010;Central
Avenida Doutor Cardoso de Melo;Vila Olímpia;62;2;1;Apartamento;4655;6267;04548-000;Sul
Rua das Sempre-vivas;Jardim das Acacias;22;1;0;Studio e kitnet;2300;2898;04704-030;Sul
Rua Serra de Jairé;Quarta Parada;37;2;0;Apartamento;2200;2678;03175-010;Leste
Rua Diogo Vaz;Cambuci;62;2;1;Apartamento;2000;2716;01527-020;Central
Rua Joaquim Guarani;Jardim das Acacias;36;1;0;Apartamento;3600;4290;04707-060;Sul
Rua das Flechas;Vila Santa Catarina;29;1;0;Apartamento;2400;2882;04364-030;Sul
Rua Atibaia;Vila Valparaiso;90;2;2;Apartamento;3690;4004;09060-110;Grande SP
Rua Adolfo Gordo;Santa Cecilia;45;1;1;Studio e kitnet;1190;1971;01217-020;Central
Rua José Wasth Rodrigues;Vila Maria Baixa;100;3;2;Apartamento;4200;4429;02121-010;Norte
Avenida Professor Francisco Morato;Vila Sônia;82;2;2;Apartamento;6000;7074;05512-000;Oeste
Rua da Consolação;Consolação;29;1;0;Studio e kitnet;1750;2228;01047-020;Central
Rua Guiratinga;Chácara Inglesa;62;2;1;Apartamento;3306;4411;04128-030;Sul
Alameda Ribeiro da Silva;Campos Elíseos;73;2;0;Apartamento;1310;2010;01217-011;Central
Rua Alexandre Dumas;Santo Amaro;43;2;1;Apartamento;3000;3930;04717-000;Sul
Rua Aurora;Santa Efigênia;33;1;0;Studio e kitnet;900;1339;01209-000;Central
Rua Padre Abreu E Lima;Parque Jabaquara;260;4;2;Casa;9000;9691;04358-130;Sul
Rua Bento Freitas;República;34;1;1;Apartamento;2040;2554;01220-000;Central
Rua Antônio José Vaz;Vila Caraguatá;68;3;1;Apartamento;2150;2683;04191-190;Sul
Rua da Consolação;República;27;1;0;Apartamento;2250;2901;01047-020;Central
Rua Doutor Paulo Nogueira Filho;Butantã;72;2;1;Apartamento;1250;2383;05359-240;Oeste
Rua Augusta;Consolação;23;1;0;Studio e kitnet;2400;3002;01304-000;Central
Avenida Santo Amaro;Vila Nova Conceição;27;1;0;Apartamento;4000;4586;04506-000;Sul
Rua Doutor Cândido Espinheira;Perdizes;82;2;1;Apartamento;2757;3852;05004-000;Oeste
Rua Borges Lagoa;Vila Clementino;19;1;0;Studio e kitnet;1020;1713;04038-000;Sul
Alameda Joaquim Eugênio de Lima;Jardim Paulista;51;1;1;Apartamento;3240;4656;01403-000;Central
Rua Durvalino Trevisan;Parque Continental;60;1;1;Casa;1400;1502;07085-430;Grande SP
Rua Diogo Jácome;Vila Nova Conceição;50;1;1;Studio e kitnet;4800;6681;04512-000;Sul
Rua Capote Valente;Pinheiros;58;2;1;Apartamento;2609;3510;05409-000;Oeste
Rua da Glória;Liberdade;50;2;1;Apartamento;5600;6653;01510-000;Central
Rua Otto de Alencar;Cambuci;45;2;1;Apartamento;2400;2993;01517-000;Central
Rua José Manso;Vila Matilde;38;2;0;Apartamento;2600;2759;03511-040;Leste
Rua Santa Isabel;Vila Buarque;41;1;1;Apartamento;4150;4975;01221-010;Central
Rua Alegria;Brás;59;2;1;Apartamento;2825;3548;03043-010;Leste
Rua Doutor Franco da Rocha;Perdizes;36;1;1;Apartamento;3600;4490;05015-040;Oeste
Rua Manoel Salgado;Vila Caraguata;65;3;1;Apartamento;3000;3589;04191-270;Sul
Rua Augusto Farina;Butantã;22;1;0;Studio e kitnet;3500;3635;05594-000;Oeste
Rua José Manso;Vila Matilde;42;2;0;Apartamento;2600;2759;03511-040;Leste
Rua Ascencional;Jardim Ampliação;39;1;1;Apartamento;2400;3323;05713-430;Oeste
Rua Doutor Samuel Porto;Saúde;68;2;1;Apartamento;2500;3632;04054-010;Sul
Rua Aluísio Azevedo;Santana;60;2;1;Apartamento;1900;3151;02021-030;Norte
Avenida Leonor;Vila Augusta;75;3;2;Apartamento;4800;5735;07025-200;Grande SP
Rua Alexandrino da Silveira Bueno, São Paulo - Sp, Brasil;Cambuci;40;2;0;Apartamento;1850;2321;01524-010;Central
Rua Caramuru;Vila da Saúde;33;2;0;Apartamento;3000;3683;04138-000;Sul
Rua Elias Antonio Zogbi;Santo Amaro;85;2;2;Apartamento;5500;6777;04746-115;Sul
Rua Ricardo Avenarius;Fazenda Morumbi;40;2;1;Apartamento;1500;1928;05663-170;Oeste
Avenida Professor Luiz Ignácio Anhaia Mello;Vila Prudente;34;1;0;Studio e kitnet;2180;2543;03154-000;Leste
Rua Voluntários da Pátria;Santana;30;1;0;Apartamento;2200;3225;02010-000;Norte
Rua C;Sacomã;79;3;1;Apartamento;1800;2639;04182-010;Sul
Rua Paraibuna;Quinta da Paineira;32;1;0;Studio e kitnet;1000;1270;03151-120;Leste
Rua Joinville;Paraíso;50;1;1;Apartamento;2663;4898;04008-010;Sul
Rua Urussuí;Itaim Bibi;70;2;2;Apartamento;4100;6783;04542-050;Sul
Rua Ameixeiras;Taboão;28;1;0;Casa;550;604;04382-050;Sul
Rua Clélia;Lapa;100;3;1;Apartamento;2652;3914;05033-070;Oeste
Rua Alegria;Brás;74;3;1;Apartamento;3915;4950;03043-010;Leste
Rua Bela Cintra;Consolação;26;1;0;Studio e kitnet;3292;3927;04421-230;Sul
Rua Vale do Alva;Cidade Domitila;45;1;0;Casa;790;824;04387-090;Sul
Rua Doutor Maurílio Vergueiro Pôrto;Vila Morumbi;82;2;3;Apartamento;2800;4422;05616-070;Oeste
Rua da Chibata;Vila Andrade;73;3;1;Apartamento;2900;3732;05734-100;Oeste
Avenida Deputado Emílio Carlos;Limão;50;2;1;Apartamento;2200;2944;02721-000;Norte
Rua Doutor Carlos Aldrovandi;Jardim Parque Morumbi;57;2;1;Apartamento;2600;3310;05712-010;Oeste
Rua Guiratinga;Chácara Inglesa;55;2;1;Apartamento;2174;3623;04128-030;Sul
Rua Doutor Luiz Migliano;Jardim Caboré;45;2;1;Apartamento;2404;3052;05711-000;Oeste
Rua Fernandes Moreira;Chácara Santo Antônio (Zona Sul);60;2;0;Apartamento;2750;3935;04716-000;Sul
Rua Ouro Branco;Jardim Paulista;44;1;1;Apartamento;1980;3527;01425-080;Central
Rua Dirceu;Vila Carrão;41;2;0;Apartamento;1530;1724;03363-020;Leste
Rua Maestro Cardim;Bela Vista;40;1;1;Apartamento;2000;3133;01323-000;Central
Rua Princesa Isabel;Vila Guiomar;53;2;1;Apartamento;1500;2130;09090-600;Grande SP
Rua Plínio Colás;Lauzane Paulista;90;3;3;Apartamento;2800;4360;02435-030;Norte
Rua Oscar Freire;Pinheiros;70;2;1;Apartamento;7600;8980;01426-001;Central
Rua Horácio Alves da Costa;Jardim Nosso Lar;67;3;2;Apartamento;3800;4774;04401-000;Sul
Rua Bento Freitas;República;24;1;0;Studio e kitnet;2800;3458;01220-000;Central
Rua Tupi;Santa Cecília;40;1;1;Apartamento;3200;4015;01233-001;Central
Avenida Professor Luiz Ignácio Anhaia Mello;Vila Prudente;45;2;0;Apartamento;3000;3382;03154-000;Leste
Rua Doutor Brasilio Machado;Santa Cecília;58;1;0;Apartamento;1800;2459;01230-010;Central
Rua Marina Crespi;Mooca;100;4;2;Apartamento;4500;5958;03112-090;Leste
Avenida Portugal;Brooklin Paulista;78;2;1;Apartamento;6510;7953;04555-010;Sul
Avenida Jamaris;Planalto Paulista;70;1;1;Apartamento;3819;5186;04078-000;Sul
Rua Pantojo;Vila Regente Feijó;90;1;2;Apartamento;5500;7529;03335-000;Leste
Rua Basílio da Cunha;Vila Deodoro;69;2;0;Apartamento;1815;1885;01544-000;Central
Alameda Olga;Barra Funda;51;1;1;Apartamento;4240;5257;01155-040;Central
Rua Doutor Zuquim;Santana;80;3;0;Apartamento;2000;2452;02035-020;Norte
Rua Mourato Coelho;Pinheiros;70;2;0;Apartamento;2600;3023;05422-011;Oeste
Rua dos Jequitibás;Campestre;63;2;2;Apartamento;2990;3447;09070-330;Grande SP
Rua Ministro Godói;Perdizes;25;1;0;Apartamento;2950;3494;05015-000;Oeste
Rua Barata Ribeiro;Bela Vista;25;1;0;Studio e kitnet;3900;4771;01312-010;Central
Rua Guiratinga;Chácara Inglesa;101;3;2;Apartamento;3300;5161;04128-030;Sul
Rua Bartira;Perdizes;35;1;0;Studio e kitnet;5000;6148;05009-000;Oeste
Rua Conselheiro Cotegipe;Belenzinho;59;2;1;Apartamento;2669;3284;03058-070;Leste
Rua Casa do Ator;Vila Olímpia;26;1;1;Studio e kitnet;3190;4198;04546-000;Sul
Rua Rêgo Freitas;República;30;1;0;Apartamento;2200;2544;01220-010;Central
Avenida Fagundes Filho;Vila Monte Alegre;50;2;1;Apartamento;2100;3102;05665-060;Oeste
Rua Wilson Vallim;Vila São Paulo;65;2;1;Apartamento;2000;3146;04651-150;Sul
Rua Fidalga;Pinheiros;70;1;3;Apartamento;5000;7637;05432-000;Oeste
Rua Taciba;Vila Babilônia;80;3;2;Casa;2128;2315;04350-000;Sul
Rua Aimutong;Tucuruvi;38;1;1;Apartamento;990;1068;02340-010;Norte
Rua Passarola;Alto da Mooca;32;1;0;Apartamento;1400;1777;03178-210;Leste
Avenida Doutor Alberto Benedetti;Vila Santa Teresa;50;1;1;Apartamento;1534;1990;09030-340;Grande SP
Rua Potunduva;Vila Mariana;15;1;0;Studio e kitnet;1590;1735;04112-030;Sul
Avenida dos Carinás;Indianópolis;32;1;0;Apartamento;3450;4103;04086-010;Sul
Rua Coronel Lisboa;Vila Mariana;22;1;0;Apartamento;3200;3853;04020-040;Sul
Rua Bresser;Brás;63;2;0;Apartamento;1214;2091;03017-000;Leste
Rua Doutor Francisco José Longo;Chácara Inglesa;60;2;1;Apartamento;3340;4547;04140-060;Sul
Rua Doutor Tomás Alves;Vila Mariana;22;1;0;Studio e kitnet;2500;3116;04017-070;Sul
Rua Fernão Dias;Pinheiros;35;1;1;Apartamento;5000;6418;05426-200;Oeste
Rua Ernani Pinto;Vila Maria Alta;64;2;2;Apartamento;3000;3782;02128-020;Norte
Rua João Wesley;Cidade Vargas;100;2;1;Casa;2400;2702;04318-070;Sul
Rua Padre Lebret;Jardim Leonor;47;1;1;Apartamento;10000;11350;05653-160;Oeste
Rua Tuim;Moema;45;1;1;Apartamento;3500;5344;04514-100;Sul
Rua das Seringueiras;Jardim Oriental;51;1;1;Casa;2500;2766;04321-070;Sul
Praça Júlio Mesquita;Santa Efigênia;48;1;1;Apartamento;3100;3840;01209-010;Central
Rua Doutor Mario Ferraz;Jardim Paulistano;50;1;1;Apartamento;6500;7901;01453-010;Central
Rua Guarau;Mirandópolis;55;1;0;Apartamento;1950;2234;04045-001;Sul
Rua Sansão Alves dos Santos;Cidade Monções;54;1;1;Apartamento;3800;4974;04571-090;Sul
Rua Mil Oitocentos E Vinte E Dois;Ipiranga;80;2;0;Apartamento;1750;1898;04210-030;Sul
Avenida Jamaris;Planalto Paulista;30;1;1;Studio e kitnet;1908;3728;04078-000;Sul
Rua Avanhandava;Bela Vista;25;1;1;Studio e kitnet;2700;3791;01312-000;Central
Rua Manuel Dias de Oliveira;Jardim Alvorada (zona Oeste);41;2;0;Apartamento;1100;1507;05528-010;Oeste
Rua Ouvidor Peleja;Vila Mariana;55;2;1;Apartamento;2700;3649;04128-000;Sul
Rua José Soriano de Sousa;Casa Verde Alta;54;2;1;Apartamento;1300;1872;02555-050;Norte
